0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1.2506726519778935,0.9404574766533652,-1.2638949051456227,0.4885172318362369,-0.19511257501525497,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.10012810619993125,0.6256424320249233,0.7498179139408655,-0.4527933474139635,-1.1515467662665055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7755284852888435,0.2058890391870009,-1.7075943398595947,-0.6135049097249718,-0.4800078660262658,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.2084601282848364,0.04848151687278001,0.5791642852047224,0.12117651798249995,0.7002726253050646,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7441223676612091,-0.2663335277556618,0.8180793654353228,-1.1185983912738602,1.0055175799597191,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.05791558250687422,0.41576573560596214,1.1252558971603803,-1.7155270512861827,0.5781746434432029,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1.3773102230570644,0.8355191284438845,-0.20584240698153575,0.3507644641410866,-1.7009876846448835,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.06872198857229683,0.6256424320249233,1.1252558971603803,-1.5318566943593142,-1.070148111691931,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7863348913542662,-0.6860869205935842,0.7156871881936369,-1.1874747751214354,0.5781746434432029,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7755284852888435,-1.1058403134315067,-0.9908490991677938,-0.9349280343469917,0.5781746434432029,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0818225572056652,-0.5286793982793633,1.6713475091160381,0.9936107133851262,1.3718115255453045,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.015703058813817207,0.573173257920183,-1.1956334536511657,-0.26912299048709504,0.903769261741501,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.53535391176387,-1.0009019652220261,-0.0010580524981640463,-0.31504057971881116,1.3107625346143734,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0288036274471857,-0.1613951795461812,1.2959095258965234,-0.08545263356022657,-0.3375602205207604,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.11093451226535385,-0.7385560946983245,0.8180793654353228,1.5905393733974478,0.04908338870846855,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9021660563680146,-0.7910252688030648,-0.6836725674427364,0.5803524102996711,0.8223706071669264,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9443785800610717,0.04848151687278001,-0.5130189387065933,-0.7512576774201233,-0.9277004661864257,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6066783905166154,-0.6860869205935842,-0.9908490991677938,1.0395283026168423,-1.721337348288527,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.1554411985263568,-1.0533711393267664,-0.03518877824539266,0.12117651798249995,-1.5788897027830218,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.2398662459124707,-1.0533711393267664,-0.888456921926108,1.2920750433912869,-0.2561615659461859,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.5039477941362356,0.9404574766533652,-1.5028099853762231,1.5905393733974478,-1.8027360028631016,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.619778959149984,-0.8434944429078052,0.9887329941714658,0.511476026452097,-1.721337348288527,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5752722728889811,-0.5811485723841037,-1.5028099853762231,-0.659422498956689,0.8020209435232828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.53535391176387,-0.7910252688030648,-1.3662870823873088,-1.5088978997434552,-1.1108474389792182,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5222533431305014,-0.4237410500698827,0.7498179139408655,-1.026763212810426,-0.7038541661063457,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.1845531535860453,-0.7385560946983245,-0.4788882129593647,1.2691162487754268,1.2700632073270863,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.490847225502867,0.3108273873964815,0.5450335594574938,0.3048468749093684,-1.4160923936338727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5461603178292924,2.5145326997955744,0.88634081692978,1.0165695080009842,1.1886645527525117,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.06872198857229683,0.3108273873964815,-0.3764960357176788,-0.7971752666518404,0.5985243070868466,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.14234062989298826,0.573173257920183,0.1354648504907504,-0.3609581689505293,0.6392236343741338,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.4931413880708129,-1.0533711393267664,-1.2638949051456227,-0.6135049097249718,-0.37825954780804766,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6174847965820381,1.5176183918055084,1.500693880379895,1.2231986595437108,1.0869162345342935,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9021660563680146,-0.9484327911172857,-0.3764960357176788,0.8788167403058319,-1.0497984480482874,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0710161511402427,-0.1613951795461812,0.7839486396880941,-1.1415571858897193,0.11013237963939944,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.32199713073063896,0.25835821329174125,-0.5471496644538218,-1.5548154889751724,-0.45965820238262217,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.5039477941362356,0.8355191284438845,1.6030860576215809,-1.3252275428165867,-0.17476291137161135,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.366503816991642,-0.8434944429078052,0.06720339899629318,0.16709410721421808,-0.11371392044068047,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.4931413880708129,-0.633617746488844,0.5109028337102652,1.4298278110864373,0.02873372506482493,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.366503816991642,-1.1058403134315067,-1.6393328883651377,0.07525892875078385,-0.2154622386588986,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.533059749195924,-0.5286793982793633,-1.2297641793983942,1.2691162487754268,1.4328605164762354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0288036274471857,-0.476210224174623,1.2959095258965234,-1.2104335697372943,-0.15441324772796772,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.1845531535860453,-0.8959636170125455,0.16959557623797902,0.5573936156838131,-1.1108474389792182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
